User_ID,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login,active
58,David Martinez,29,USA,Premium,625.92,Horror,2024-05-02,1
59,Michael Martinez,41,Japan,Premium,611.38,Drama,2024-09-29,1
60,Chris Smith,49,Australia,Premium,997.8,Comedy,2024-08-14,1
61,Alex Hernandez,70,Canada,Standard,17.03,Horror,2024-07-11,1
62,James Hernandez,70,India,Standard,251.57,Drama,2024-05-07,1
63,Katie Hernandez,68,France,Basic,247.53,Romance,2025-02-15,1
64,David Hernandez,55,France,Basic,637.46,Action,2024-10-28,1
65,Katie Martinez,28,USA,Premium,331.5,Comedy,2025-01-10,1
66,David Smith,40,France,Premium,539.51,Romance,2024-05-15,1
67,James Davis,27,Canada,Premium,347.83,Romance,2024-07-25,1
68,John Miller,33,Brazil,Basic,772.69,Action,2025-01-11,1
69,David Smith,66,Brazil,Premium,531.37,Sci-Fi,2024-08-22,1
70,Chris Davis,27,Germany,Standard,868.11,Action,2024-11-11,0
71,John Williams,52,Canada,Basic,482.75,Action,2024-10-03,1
72,David Garcia,45,Germany,Basic,111.95,Comedy,2024-10-31,1
73,Alex Williams,29,UK,Standard,915.15,Drama,2025-02-12,1
74,Emma Brown,58,USA,Standard,255.7,Sci-Fi,2024-12-08,1
75,Michael Davis,52,Germany,Premium,351.09,Sci-Fi,2024-11-09,1
76,Emma Garcia,51,India,Basic,890.7,Sci-Fi,2024-05-18,1
77,Jane Martinez,46,Brazil,Basic,452.21,Romance,2024-08-21,1
78,David Hernandez,60,India,Standard,703.49,Comedy,2024-06-06,1
79,James Davis,27,Australia,Premium,114.84,Romance,2024-12-21,1
80,James Williams,75,India,Premium,735.79,Documentary,2024-10-16,1
81,John Brown,70,USA,Premium,486.56,Horror,2024-05-15,1
82,Sarah Garcia,78,France,Premium,443.05,Drama,2024-11-20,1
83,Jane Davis,74,Australia,Premium,609.74,Documentary,2024-08-16,1
84,Michael Smith,70,France,Premium,101.32,Romance,2024-07-19,1
85,David Martinez,59,Germany,Basic,452.51,Action,2024-11-16,1
86,Emma Johnson,73,Brazil,Basic,726.72,Documentary,2024-04-08,1
87,James Davis,76,Japan,Standard,164.45,Drama,2024-05-11,1
88,Emma Smith,78,France,Basic,924.9,Comedy,2024-03-23,1
89,Katie Williams,71,USA,Basic,740.04,Comedy,2024-12-14,1
90,David Martinez,73,UK,Premium,598.3,Comedy,2024-12-23,1
91,Katie Jones,61,Japan,Standard,523.21,Romance,2024-04-28,1
92,Michael Martinez,70,Australia,Basic,858.29,Drama,2024-11-09,1
93,Sarah Davis,49,Japan,Standard,635.38,Documentary,2024-04-10,1
94,Michael Brown,40,Brazil,Standard,402.75,Documentary,2024-09-20,1
95,Emma Garcia,33,France,Basic,435.56,Comedy,2025-03-05,1
96,James Smith,37,France,Standard,164.11,Romance,2024-05-16,1
97,Jane Miller,49,USA,Premium,413.2,Sci-Fi,2024-07-22,1
98,James Jones,32,Canada,Premium,626.92,Horror,2024-04-26,1
99,Michael Brown,57,Australia,Basic,731.09,Romance,2024-10-23,1
100,David Jones,31,Japan,Basic,122.87,Romance,2024-07-04,1
101,John Johnson,18,France,Standard,540.53,Action,2024-09-07,1
102,Emma Johnson,55,Australia,Premium,503.97,Horror,2025-03-08,1
103,Sarah Hernandez,70,Japan,Standard,225.38,Action,2024-12-12,1
104,James Garcia,79,USA,Basic,135.98,Drama,2024-03-14,1
105,Katie Hernandez,39,USA,Basic,709.87,Horror,2024-12-13,1
106,Alex Hernandez,67,Japan,Standard,488.31,Comedy,2025-01-28,1
107,Katie Jones,77,UK,Premium,690.18,Drama,2024-11-18,1
108,James Smith,57,Canada,Basic,808.07,Action,2024-09-04,1
109,Sarah Martinez,17,Australia,Standard,978.84,Comedy,2025-02-27,1
110,Sarah Brown,53,Australia,Premium,81.11,Horror,2024-03-09,1
111,James Martinez,37,Australia,Basic,271.58,Romance,2024-05-29,1
112,Sarah Garcia,43,Canada,Premium,229.82,Comedy,2024-11-23,1
113,John Martinez,34,France,Basic,748.26,Documentary,2024-08-12,0
114,Chris Miller,70,France,Premium,356.57,Documentary,2024-03-23,1
115,John Johnson,23,Canada,Premium,87.79,Documentary,2024-09-03,1
116,Katie Miller,37,Mexico,Standard,627.39,Comedy,2024-08-31,1
117,Sarah Jones,33,France,Basic,13.55,Romance,2024-05-12,1
118,Sarah Miller,15,UK,Premium,336.13,Drama,2024-05-12,1
119,Jane Davis,50,UK,Basic,251.13,Horror,2024-10-17,1
120,John Miller,55,Canada,Standard,175.47,Drama,2024-12-04,1
121,Sarah Williams,44,Canada,Premium,98.9,Action,2025-01-08,1
122,Katie Davis,44,Canada,Standard,988.14,Drama,2025-01-29,1
123,Katie Davis,80,UK,Standard,816.36,Documentary,2024-09-07,1
124,Emma Miller,58,Brazil,Basic,732.09,Romance,2025-02-01,1
125,James Davis,20,Australia,Basic,202.57,Action,2024-09-18,1
126,Jane Williams,68,Germany,Standard,758.62,Romance,2024-03-17,1
127,James Smith,61,Japan,Premium,10.31,Romance,2024-07-24,1
128,John Martinez,70,Brazil,Standard,633.29,Romance,2025-03-05,1
129,John Miller,63,Germany,Premium,278.69,Documentary,2024-12-25,1
130,Sarah Jones,77,India,Basic,147.04,Horror,2024-07-31,1
131,Sarah Jones,79,Mexico,Premium,884.66,Documentary,2025-02-23,1
132,Emma Jones,44,UK,Premium,485.81,Sci-Fi,2024-07-04,1
133,James Martinez,36,USA,Standard,479.08,Comedy,2024-05-10,1
134,Katie Williams,37,Germany,Basic,744.34,Drama,2025-02-12,1
135,James Davis,70,Mexico,Basic,17.94,Documentary,2024-10-21,0
136,Jane Garcia,78,Canada,Standard,457.57,Comedy,2025-03-04,1
137,Emma Jones,37,Australia,Premium,325.1,Action,2025-02-10,1
138,James Martinez,46,Mexico,Standard,18.62,Comedy,2024-09-08,1
139,Sarah Williams,38,UK,Standard,80.87,Romance,2024-11-27,1
140,Chris Johnson,67,Brazil,Standard,164.13,Comedy,2024-10-30,0
141,David Brown,62,Mexico,Premium,640.75,Horror,2024-06-20,0
142,Jane Williams,53,USA,Standard,793.72,Romance,2024-08-25,1
143,Katie Williams,54,Germany,Standard,517.41,Action,2024-04-19,1
144,Alex Davis,38,France,Basic,999.14,Comedy,2024-06-11,1
145,Jane Miller,80,Germany,Standard,766.11,Romance,2024-11-15,1
146,Sarah Garcia,76,Germany,Basic,689.16,Action,2025-02-23,1
147,Chris Brown,14,Brazil,Standard,702.52,Action,2024-08-09,1
148,Emma Davis,51,India,Basic,975.55,Sci-Fi,2025-02-13,1
149,Alex Martinez,32,India,Basic,670.83,Action,2024-04-01,1
150,Emma Williams,56,Brazil,Premium,342.26,Drama,2024-08-08,1
151,Katie Martinez,34,UK,Basic,846.85,Documentary,2024-10-18,1
152,David Martinez,55,Australia,Premium,558.87,Romance,2024-10-14,1
153,Jane Miller,52,Brazil,Basic,989.34,Action,2024-05-11,1
154,Chris Smith,15,Japan,Basic,835.1,Romance,2024-08-12,1
155,John Smith,70,USA,Basic,242.26,Horror,2024-07-10,0
156,Alex Smith,76,Canada,Basic,759.5,Sci-Fi,2024-10-31,1
157,David Johnson,51,Brazil,Premium,507.15,Documentary,2024-06-21,1
158,Alex Williams,42,Japan,Premium,269.42,Documentary,2024-06-20,1
159,John Hernandez,58,UK,Premium,153.32,Comedy,2024-09-16,1
160,Emma Smith,50,USA,Basic,457.19,Drama,2024-05-15,1
161,David Jones,79,Brazil,Standard,799.77,Comedy,2024-07-10,1
162,James Jones,57,Australia,Basic,934.12,Documentary,2025-03-07,1
163,John Jones,61,Germany,Basic,961.56,Sci-Fi,2024-04-15,1
164,John Davis,49,Australia,Basic,478.8,Drama,2024-06-03,1
165,Sarah Jones,24,Brazil,Standard,56.21,Documentary,2024-08-23,1
166,John Brown,76,Japan,Basic,885.8,Comedy,2024-09-14,1
167,John Smith,54,UK,Basic,14.28,Horror,2025-02-23,1
168,Katie Williams,45,Canada,Premium,580.9,Sci-Fi,2024-10-04,1
169,Sarah Brown,43,USA,Basic,566.29,Documentary,2024-07-23,1
170,Jane Jones,43,Canada,Standard,358.64,Horror,2024-12-25,1
171,Chris Davis,50,Australia,Premium,826.06,Action,2024-03-21,1
172,Michael Williams,46,USA,Standard,893.69,Horror,2024-08-20,1
173,Alex Williams,43,Germany,Basic,737.2,Action,2024-07-17,1
174,Katie Brown,18,Canada,Premium,72.54,Drama,2024-09-15,1
175,John Davis,53,Mexico,Basic,741.62,Action,2024-12-03,1
176,Sarah Smith,26,UK,Basic,945.3,Sci-Fi,2025-02-11,1
177,Jane Garcia,78,Canada,Standard,46.3,Action,2024-10-20,1
178,Emma Smith,79,India,Premium,466.93,Horror,2025-03-07,1
179,Jane Smith,40,France,Basic,866.49,Horror,2024-09-28,0
180,Katie Jones,26,India,Standard,192.61,Horror,2024-10-08,1
181,Alex Garcia,47,Canada,Premium,414.81,Comedy,2024-10-19,1
182,Katie Williams,63,Japan,Standard,332.14,Drama,2024-11-30,1
183,John Williams,25,India,Premium,531.46,Romance,2024-07-30,0
184,John Davis,20,Australia,Premium,260.06,Action,2025-03-05,1
185,Alex Jones,78,Australia,Basic,301.54,Drama,2024-10-27,1
186,Emma Smith,63,India,Basic,870.79,Sci-Fi,2025-03-05,1
187,John Davis,60,France,Standard,553.57,Documentary,2024-08-13,1
188,David Miller,14,Mexico,Basic,792.96,Drama,2025-03-02,1
189,Jane Martinez,78,Japan,Standard,982.44,Documentary,2024-06-02,1
190,Sarah Williams,30,Germany,Basic,174.99,Documentary,2025-01-18,1
191,Alex Martinez,67,Australia,Standard,727.39,Sci-Fi,2024-10-31,1
192,Jane Martinez,40,Brazil,Premium,3.69,Sci-Fi,2025-01-07,1
193,Katie Johnson,38,India,Premium,455.69,Sci-Fi,2024-12-25,1
194,Chris Williams,57,Australia,Standard,956.44,Comedy,2025-01-09,1
195,Alex Brown,34,Germany,Standard,109.93,Horror,2024-07-11,1
196,Alex Garcia,33,Australia,Basic,748.3,Horror,2024-03-12,1
197,Jane Jones,39,Australia,Basic,914.92,Action,2024-09-19,1
198,Michael Garcia,18,UK,Premium,747.86,Documentary,2025-02-08,1
199,Katie Brown,72,Mexico,Basic,235.91,Romance,2024-05-02,1
200,Jane Brown,49,Germany,Premium,749.77,Romance,2024-08-20,1
201,James Smith,66,Germany,Basic,628.14,Comedy,2024-04-28,1
202,John Hernandez,80,USA,Standard,776.4,Action,2024-08-05,1
203,James Miller,75,UK,Basic,838.37,Documentary,2024-08-15,1
204,Michael Williams,48,Brazil,Basic,222.55,Drama,2024-06-09,1
205,David Garcia,16,Canada,Basic,701.24,Action,2024-08-03,1
206,John Brown,40,Australia,Standard,444.18,Drama,2025-02-18,1
207,Sarah Miller,53,India,Premium,883.16,Action,2024-10-24,1
208,Alex Brown,23,Mexico,Standard,287.09,Drama,2024-12-04,1
209,Katie Smith,52,Japan,Premium,745.62,Drama,2024-11-16,1
210,Katie Smith,51,USA,Basic,366.11,Drama,2024-06-14,1
211,Chris Smith,41,Germany,Basic,800.18,Horror,2024-07-23,1
212,Alex Smith,68,Mexico,Premium,218.0,Horror,2024-10-20,1
213,Michael Johnson,62,India,Basic,811.94,Comedy,2024-06-16,1
214,Sarah Brown,59,UK,Standard,154.17,Sci-Fi,2025-01-20,1
215,James Brown,40,Mexico,Standard,538.64,Sci-Fi,2025-01-29,1
216,Alex Hernandez,21,Japan,Premium,952.42,Drama,2024-09-01,1
217,John Davis,38,Canada,Premium,60.01,Documentary,2024-11-10,1
218,Alex Garcia,55,Brazil,Basic,31.08,Romance,2025-03-02,1
219,Emma Hernandez,68,UK,Standard,769.68,Drama,2024-12-07,1
220,Sarah Miller,13,Canada,Premium,205.73,Drama,2024-08-09,1
221,Alex Jones,23,Canada,Premium,449.56,Romance,2024-10-27,1
222,Katie Davis,26,France,Standard,324.19,Horror,2024-04-07,1
223,Sarah Davis,29,Mexico,Basic,349.96,Documentary,2024-06-06,1
224,John Johnson,76,Australia,Standard,484.18,Action,2024-06-27,1
225,Emma Davis,80,UK,Basic,691.81,Documentary,2024-05-24,1
226,Emma Brown,20,Brazil,Standard,641.48,Drama,2024-07-21,1
227,John Williams,29,India,Premium,462.73,Documentary,2024-06-16,0
228,Emma Martinez,36,Canada,Premium,655.31,Action,2024-08-05,1
229,Emma Hernandez,42,Japan,Premium,630.76,Sci-Fi,2024-03-19,1
230,Chris Martinez,50,USA,Basic,20.48,Horror,2024-12-26,1
231,Sarah Miller,70,Canada,Basic,857.43,Action,2025-02-27,1
232,Sarah Brown,24,India,Standard,23.35,Romance,2024-04-25,1
233,Alex Johnson,57,Japan,Standard,52.82,Sci-Fi,2024-05-28,1
234,Katie Smith,45,USA,Basic,332.26,Drama,2024-10-03,1
235,Chris Davis,72,Germany,Basic,54.61,Horror,2024-04-18,1
236,David Hernandez,51,Mexico,Basic,438.98,Horror,2024-09-23,1
237,Katie Jones,20,Brazil,Standard,539.58,Action,2024-06-06,1
238,Emma Hernandez,21,India,Standard,959.06,Comedy,2024-11-23,1
239,James Garcia,14,Japan,Standard,45.63,Drama,2025-01-04,1
240,Alex Smith,42,Mexico,Standard,903.41,Drama,2025-02-01,1
241,Sarah Martinez,45,Australia,Basic,687.91,Comedy,2024-06-29,0
242,Jane Davis,57,India,Standard,561.13,Romance,2025-01-14,0
243,James Jones,74,Brazil,Basic,675.0,Action,2024-10-20,1
244,Jane Williams,18,UK,Standard,890.77,Romance,2024-06-23,1
245,Chris Brown,35,UK,Standard,746.89,Horror,2025-01-21,1
246,Sarah Jones,61,Australia,Premium,138.06,Action,2024-07-29,0
247,Michael Brown,77,UK,Standard,225.61,Action,2024-03-19,1
248,John Garcia,57,Brazil,Standard,394.56,Action,2024-04-03,0
249,Chris Martinez,73,Canada,Basic,902.54,Sci-Fi,2024-06-28,0
250,Emma Brown,58,France,Basic,491.04,Romance,2024-11-04,1
251,Sarah Garcia,26,France,Basic,83.59,Sci-Fi,2024-11-21,1
252,Katie Miller,31,India,Basic,449.45,Sci-Fi,2025-02-20,1
253,James Jones,35,Australia,Basic,418.9,Horror,2024-06-25,1
254,Chris Hernandez,27,Canada,Standard,331.1,Action,2025-03-06,1
255,Katie Smith,17,Japan,Premium,508.92,Drama,2024-04-01,1
256,Katie Davis,62,Canada,Premium,272.88,Documentary,2024-09-27,1
257,Katie Hernandez,50,France,Standard,362.15,Horror,2024-07-20,0
258,Jane Johnson,31,Germany,Premium,934.33,Romance,2024-11-15,1
259,Sarah Williams,69,Japan,Premium,109.87,Documentary,2024-04-05,1
260,Sarah Garcia,67,USA,Standard,747.73,Comedy,2024-10-05,1
261,John Brown,52,Canada,Standard,674.12,Horror,2024-08-11,1
262,Emma Brown,62,Germany,Standard,958.8,Documentary,2025-02-26,0
263,Alex Smith,20,India,Premium,107.38,Documentary,2024-05-26,1
264,Sarah Hernandez,20,Mexico,Basic,901.22,Horror,2024-09-30,1
265,James Davis,55,Brazil,Basic,441.32,Drama,2024-06-10,1
266,John Miller,65,India,Basic,233.67,Action,2025-02-23,1
267,James Jones,63,Japan,Standard,42.36,Horror,2024-11-08,1
268,Alex Davis,50,Australia,Premium,220.24,Documentary,2024-12-03,1
269,Michael Miller,49,Japan,Premium,756.54,Documentary,2024-08-21,1
270,Alex Martinez,19,Australia,Standard,308.63,Sci-Fi,2024-11-20,1
271,Sarah Johnson,60,India,Premium,165.43,Action,2025-02-15,1
272,Sarah Jones,21,Japan,Premium,710.05,Sci-Fi,2024-06-18,1
273,David Johnson,68,Brazil,Basic,875.2,Comedy,2024-08-05,1
274,James Martinez,15,Mexico,Premium,151.14,Documentary,2025-02-24,1
275,Jane Jones,57,Brazil,Premium,426.41,Romance,2024-08-07,1
276,Sarah Davis,75,UK,Standard,390.05,Drama,2025-02-18,1
277,Jane Williams,20,Germany,Premium,599.78,Documentary,2024-06-18,1
278,Katie Jones,37,UK,Premium,700.62,Documentary,2025-01-16,1
279,James Johnson,24,Australia,Basic,520.73,Drama,2024-05-17,1
280,Sarah Johnson,43,USA,Premium,8.58,Documentary,2024-12-15,1
281,Michael Brown,16,UK,Basic,596.5,Horror,2024-07-18,1
282,James Martinez,56,USA,Standard,639.06,Comedy,2024-08-04,1
283,James Martinez,23,Australia,Premium,133.63,Comedy,2024-05-31,1
284,David Garcia,61,UK,Standard,557.79,Comedy,2025-03-07,1
285,Sarah Garcia,45,Australia,Premium,387.32,Romance,2024-03-16,1
286,David Garcia,18,Mexico,Basic,712.33,Drama,2024-03-25,1
287,Sarah Brown,24,Germany,Standard,168.27,Sci-Fi,2024-05-09,1
288,John Jones,45,Germany,Standard,996.64,Sci-Fi,2024-03-10,1
289,Chris Smith,48,UK,Basic,68.93,Romance,2025-01-11,1
290,Sarah Williams,43,France,Standard,903.68,Drama,2024-11-29,1
291,Jane Johnson,59,Germany,Standard,44.63,Sci-Fi,2024-07-01,1
292,Jane Williams,25,Australia,Standard,264.82,Sci-Fi,2024-07-12,1
293,Sarah Martinez,75,Brazil,Premium,490.78,Sci-Fi,2025-02-23,1
294,Katie Davis,40,Brazil,Basic,496.6,Documentary,2024-04-14,1
295,Jane Brown,21,USA,Standard,887.22,Horror,2024-06-16,1
296,Michael Smith,40,USA,Premium,747.98,Comedy,2024-11-06,1
297,David Jones,24,India,Standard,374.22,Romance,2024-12-26,1
298,David Jones,52,Australia,Standard,291.13,Horror,2025-03-03,1
299,Emma Smith,54,Mexico,Standard,342.12,Romance,2024-11-24,1
300,Jane Johnson,35,India,Premium,377.51,Romance,2024-10-23,1
301,David Martinez,37,Canada,Standard,500.89,Action,2024-08-22,1
302,Jane Williams,41,Australia,Basic,615.23,Drama,2025-02-20,1
303,Sarah Davis,45,Australia,Premium,592.32,Action,2024-09-14,1
304,Jane Hernandez,36,Canada,Premium,541.9,Horror,2024-04-10,1
305,Jane Brown,35,India,Basic,793.71,Comedy,2024-04-21,1
306,John Smith,59,Canada,Premium,263.71,Sci-Fi,2024-08-15,0
307,John Williams,22,Japan,Standard,797.93,Drama,2024-12-01,1
308,Emma Davis,32,Brazil,Basic,32.21,Action,2024-04-25,1
309,Alex Hernandez,40,Canada,Basic,699.95,Sci-Fi,2024-04-16,1
310,James Hernandez,15,UK,Basic,377.09,Comedy,2024-03-09,1
311,John Miller,58,Canada,Premium,364.05,Sci-Fi,2024-07-22,1
312,Sarah Miller,13,UK,Basic,723.87,Sci-Fi,2024-11-04,1
313,Alex Brown,63,Australia,Premium,840.92,Romance,2025-02-07,1
314,John Jones,60,Canada,Basic,479.0,Sci-Fi,2025-01-12,0
315,Jane Hernandez,35,Brazil,Basic,843.53,Romance,2024-12-11,1
316,Jane Miller,17,France,Standard,214.9,Action,2025-01-24,1
317,David Garcia,46,Mexico,Basic,780.43,Drama,2024-06-28,1
318,Jane Johnson,64,USA,Basic,998.4,Comedy,2024-08-10,1
319,Jane Miller,28,Germany,Standard,315.45,Sci-Fi,2024-03-28,1
320,David Smith,55,India,Basic,349.26,Comedy,2024-07-12,1
321,David Martinez,47,Germany,Standard,176.79,Comedy,2024-03-14,1
322,Michael Miller,17,Brazil,Basic,7.28,Romance,2024-05-31,1
323,Chris Johnson,62,Australia,Basic,319.23,Sci-Fi,2025-02-21,1
324,Jane Davis,58,Canada,Basic,337.72,Action,2024-12-11,1
325,Chris Garcia,78,UK,Standard,626.01,Sci-Fi,2025-02-16,0
326,Sarah Brown,26,USA,Standard,112.89,Romance,2024-05-22,1
327,Chris Johnson,67,Mexico,Standard,381.55,Comedy,2024-10-07,1
328,Emma Martinez,59,Canada,Standard,120.57,Comedy,2024-06-27,1
329,John Martinez,71,UK,Basic,468.16,Horror,2024-04-21,1
330,James Miller,37,USA,Standard,749.93,Romance,2025-01-25,1
331,Katie Davis,73,Australia,Basic,223.84,Action,2025-02-13,1
332,Alex Hernandez,39,USA,Premium,48.85,Documentary,2024-07-11,1
333,Chris Garcia,65,USA,Basic,251.81,Documentary,2024-08-16,1
334,Alex Miller,61,Japan,Basic,162.42,Drama,2024-04-08,1
335,James Brown,74,Canada,Premium,490.43,Drama,2024-03-17,1
336,Katie Hernandez,14,Mexico,Basic,207.47,Documentary,2024-06-22,1
337,James Davis,25,USA,Standard,153.17,Action,2024-04-23,1
338,John Martinez,46,Mexico,Premium,897.25,Documentary,2024-10-27,1
339,James Davis,17,Germany,Standard,613.95,Comedy,2024-04-14,1
340,Jane Miller,33,Brazil,Premium,671.95,Documentary,2024-11-03,1
341,Jane Johnson,40,Canada,Basic,818.51,Sci-Fi,2025-02-04,1
342,Chris Garcia,24,USA,Premium,468.27,Horror,2024-06-06,1
343,Jane Brown,47,Australia,Standard,861.25,Sci-Fi,2024-10-10,1
344,Katie Smith,53,India,Premium,963.18,Comedy,2024-06-20,1
345,Sarah Martinez,64,Australia,Basic,449.58,Documentary,2024-12-28,1
346,John Miller,71,Australia,Basic,619.84,Action,2025-01-01,1
347,Sarah Davis,34,Mexico,Basic,269.72,Documentary,2024-04-28,1
348,Michael Williams,49,Australia,Basic,970.76,Romance,2024-11-17,1
349,Alex Hernandez,22,Canada,Basic,597.58,Drama,2025-01-30,1
350,Jane Miller,65,Japan,Basic,708.15,Romance,2024-04-17,1
351,John Smith,61,France,Basic,474.49,Action,2025-03-01,1
352,Emma Jones,20,India,Premium,648.5,Action,2025-01-20,1
353,John Johnson,74,Mexico,Basic,535.32,Romance,2024-10-17,1
354,Katie Smith,78,UK,Standard,910.2,Drama,2024-06-04,1
355,Chris Smith,35,Japan,Premium,532.11,Comedy,2024-06-04,1
356,Sarah Garcia,72,France,Standard,0.22,Comedy,2024-09-23,1
357,John Hernandez,26,USA,Basic,346.62,Action,2025-01-14,1
358,Alex Hernandez,22,Brazil,Premium,119.6,Documentary,2024-05-05,1
359,Emma Johnson,50,India,Basic,950.44,Action,2024-11-22,0
360,David Miller,52,Japan,Standard,869.3,Sci-Fi,2024-06-07,1
361,John Jones,50,UK,Premium,543.09,Documentary,2025-02-02,1
362,Jane Davis,14,Brazil,Premium,320.11,Action,2025-01-08,1
363,John Martinez,37,India,Premium,939.67,Documentary,2024-05-02,1
364,Alex Miller,16,USA,Basic,582.57,Romance,2024-11-05,1
365,Michael Smith,55,Japan,Standard,259.84,Action,2024-07-18,0
366,Katie Brown,32,Australia,Premium,133.72,Documentary,2024-03-18,1
367,Michael Brown,52,Mexico,Basic,776.96,Action,2024-04-30,0
368,Alex Smith,25,USA,Basic,131.49,Documentary,2024-08-25,1
369,Jane Davis,65,India,Basic,706.12,Romance,2024-11-04,1
370,Katie Smith,23,Canada,Standard,915.1,Sci-Fi,2025-02-09,1
371,Jane Hernandez,48,Australia,Basic,241.08,Sci-Fi,2024-04-21,1
372,Jane Williams,44,USA,Premium,12.43,Action,2024-05-13,1
373,Alex Garcia,48,Australia,Basic,415.76,Sci-Fi,2024-08-12,1
374,John Miller,71,Canada,Basic,26.48,Comedy,2024-03-19,1
375,Alex Brown,41,Germany,Basic,617.65,Documentary,2024-10-19,1
376,Jane Hernandez,36,Canada,Standard,801.94,Horror,2024-04-18,1
377,Katie Miller,27,Australia,Basic,1.33,Drama,2024-11-18,1
378,John Garcia,26,India,Basic,451.46,Action,2024-09-24,1
379,Katie Martinez,28,India,Premium,25.86,Comedy,2025-02-14,1
380,Chris Garcia,54,Brazil,Premium,659.95,Comedy,2024-05-14,1
381,Michael Smith,62,Australia,Basic,696.69,Documentary,2025-01-24,1
382,Chris Smith,70,Canada,Basic,175.47,Comedy,2024-08-20,1
